,car_name,variant,transmission,km_driven,owner_type,fuel_type,registeration,price,Date,year
881,Honda Jazz,1.2L I-VTEC V AT,Automatic,25244,1st Owner,Petrol,HR-51,646000.0,2023-01-27,2017-01-01
882,Maruti Celerio,VXI AMT,Automatic,46562,1st Owner,Petrol,HR-51,438000.0,2021-11-18,2015-01-01
883,Maruti Alto,VXI,Manual,21969,1st Owner,Petrol,DL-6C,413000.0,2019-11-29,2021-01-01
884,Tata ALTROZ,XZ 1.2,Manual,23268,1st Owner,Petrol,DL-12,766000.0,2019-04-21,2020-01-01
885,Maruti Swift,LXI,Manual,54148,2nd Owner,Petrol,DL-9C,517000.0,2024-02-01,2018-01-01
886,KIA SONET,GTX + 1.0 IMT,Manual,12461,1st Owner,Petrol,DL-10,1319000.0,2020-11-28,2020-01-01
887,Hyundai VENUE,SX (O) 1.5 CRDI,Manual,57123,1st Owner,Diesel,HR-51,1001000.0,2021-08-18,2019-01-01
888,Maruti Alto 800,LXI,Manual,18750,1st Owner,Petrol,DL-3C,314000.0,2020-02-20,2018-01-01
889,Maruti Baleno,ALPHA PETROL 1.2,Manual,13748,1st Owner,Petrol,UP-62,880000.0,2021-03-20,2021-01-01
890,Maruti Celerio,VXI CNG OPT,Manual,71910,1st Owner,CNG,HR-13,506000.0,2018-06-24,2019-01-01
891,Mahindra Thar,LX D 4*4 MT HT,Manual,17312,1st Owner,Diesel,HR-51,1599000.0,2021-10-20,2021-01-01
892,Hyundai Creta,1.6 S,Manual,27923,1st Owner,Petrol,UP-32,791000.0,2021-11-13,2015-01-01
893,Mahindra Thar,LX PETROL HT 4WD AT,Automatic,11551,1st Owner,Petrol,HR-70,1528000.0,2021-02-23,2021-01-01
894,Renault Kiger,RXZ CVT 1.0 TURBO,Automatic,2461,1st Owner,Petrol,UP-16,990000.0,2023-02-17,2021-01-01
895,Maruti ALTO,LXI CNG,Manual,30310,1st Owner,CNG,HR-26,438000.0,2021-07-08,2021-01-01
896,Maruti New Wagon-R,LXI CNG 1.0 L,Manual,31387,2nd Owner,CNG,HR-87,567000.0,2024-04-25,2020-01-01
897,KIA SONET,GTX PLUS DCT 1.0,Manual,12835,1st Owner,Petrol,HR-26,1271000.0,2022-08-02,2020-01-01
898,Maruti Swift,ZXI,Manual,79489,1st Owner,Petrol,HR-26,293000.0,2019-05-24,2011-01-01
