,car_name,variant,transmission,km_driven,owner_type,fuel_type,registeration,price,Date,year
452,Maruti VITARA BREZZA,ZXI PLUS,Manual,10684,1st Owner,Petrol,HR-29,966000.0,2019-08-18,2020-01-01
453,Honda Amaze,1.2 SX MT I VTEC,Manual,26535,1st Owner,Petrol,DL-8C,515000.0,2024-02-08,2016-01-01
454,Maruti S Cross,ZETA 1.5,Manual,16158,1st Owner,Petrol,UP-32,942000.0,2018-11-08,2021-01-01
455,Maruti Ciaz,ALPHA 1.5 MT VTVT SHVS,Manual,18699,1st Owner,Petrol,HR-23,956000.0,2023-04-09,2020-01-01
456,Maruti Baleno,DELTA PETROL 1.2,Manual,57559,1st Owner,Petrol,DL-8C,550000.0,2022-01-14,2017-01-01
457,Maruti Baleno,DELTA PETROL 1.2,Manual,28991,1st Owner,Petrol,DL-2C,627000.0,2023-06-13,2019-01-01
458,Maruti Alto,LXI CNG,Manual,27451,1st Owner,CNG,DL-6C,456000.0,2024-02-20,2021-01-01
459,Maruti Baleno,DELTA PETROL 1.2,Manual,51415,1st Owner,Petrol,DL-8C,522000.0,2018-04-25,2016-01-01
460,Hyundai Elite i20,MAGNA EXECUTIVE 1.2,Manual,62148,2nd Owner,Petrol,DL-4C,514000.0,2018-05-29,2017-01-01
461,HONDA WR-V,1.5L I-DTEC VX MT,Manual,8125,1st Owner,Diesel,HR-51,1022700.0,2019-06-30,2021-01-01
462,Hyundai Elite i20,MAGNA 1.2,Manual,30873,1st Owner,Petrol,DL-9C,522000.0,2023-01-10,2016-01-01
463,Maruti IGNIS,DELTA 1.2,Manual,27641,1st Owner,Petrol,HR-26,505000.0,2024-01-06,2019-01-01
464,Maruti Dzire,VDI,Manual,68644,2nd Owner,Diesel,HR-26,602000.0,2023-04-17,2018-01-01
465,HYUNDAI ELITE I20,ASTA 1.2 (O),Manual,84534,2nd Owner,Petrol,UP-14,587000.0,2022-04-01,2016-01-01
466,Toyota INNOVA CRYSTA,2.8 ZX AT 7 STR,Automatic,49585,1st Owner,Diesel,HR-29,2015000.0,2022-05-10,2019-01-01
467,Honda Brio,1.2 EX MT I VTEC,Manual,65641,1st Owner,Petrol,HR-26,310000.0,2021-03-13,2013-01-01
468,HONDA WR-V,1.2 i-VTEC VX MT,Manual,38273,2nd Owner,Petrol,UP-85,723000.0,2022-10-08,2019-01-01
469,HYUNDAI VENUE,SX 1.0 TURBO,Manual,37597,2nd Owner,Petrol,DL-2C,892000.0,2019-06-28,2019-01-01
470,Toyota YARIS,G MT,Manual,72618,1st Owner,Petrol,HR-36,800000.0,2024-07-02,2020-01-01
471,Maruti Baleno,DELTA PETROL 1.2,Manual,39961,1st Owner,Petrol,HR-51,557000.0,2019-08-02,2017-01-01
472,Mahindra MARAZZO,M6 8 STR,Manual,35590,1st Owner,Diesel,HR-26,1065000.0,2021-11-28,2019-01-01
473,Honda Amaze,1.2 SMT I VTEC,Manual,49648,1st Owner,Petrol,UP-14,597000.0,2023-02-14,2019-01-01
474,Maruti Baleno,ALPHA PETROL 1.2,Manual,10869,1st Owner,Petrol,HR-26,772000.0,2024-04-18,2020-01-01
475,Ford Ecosport,1.5 TITANIUM TI VCT,Manual,23356,2nd Owner,Petrol,HR-26,787000.0,2024-03-06,2019-01-01
476,Maruti Baleno,ZETA PETROL 1.2,Manual,24713,1st Owner,Petrol,DL-7C,739000.0,2018-05-05,2019-01-01
477,Honda City,S MT PETROL,Manual,96271,1st Owner,Petrol,DL-3C,437000.0,2024-08-04,2013-01-01
478,Hyundai Creta,SX MT,Manual,55985,1st Owner,Diesel,HR-30,1502000.0,2023-06-29,2020-01-01
479,HYUNDAI GRAND I10,ASTA 1.2 KAPPA VTVT,Manual,82117,2nd Owner,Petrol,DL-1C,428000.0,2023-12-05,2015-01-01
480,Maruti Vitara Brezza,ZDI AMT,Automatic,74766,1st Owner,Diesel,DL-3C,922000.0,2018-05-07,2019-01-01
481,Maruti CIAZ,SHVS VDI,Manual,60895,1st Owner,Diesel,HR-51,594000.0,2023-05-16,2017-01-01
482,Hyundai TUCSON NEW,GLS 2WD AT PETROL,Automatic,74977,2nd Owner,Petrol,DL-4C,1321000.0,2019-07-28,2016-01-01
483,HYUNDAI ELITE I20,SPORTZ 1.2,Manual,84176,1st Owner,Petrol,DL-3C,516000.0,2018-05-06,2015-01-01
484,Honda WR-V,1.2L I-VTEC VX MT,Manual,41825,1st Owner,Petrol,HR-26,804000.0,2021-01-19,2018-01-01
485,Maruti Baleno,ALPHA CVT PETROL 1.2,Automatic,66714,1st Owner,Petrol,HR-70,730000.0,2022-02-19,2019-01-01
486,Maruti S PRESSO,VXI,Manual,1,1st Owner,Petrol,HR-26,404000.0,2024-02-20,2020-01-01
487,Maruti CIAZ,ZETA 1.5 SHVS VVT MT,Manual,54326,1st Owner,Petrol,UP-16,892000.0,2019-08-26,2021-01-01
488,Maruti Vitara Brezza,ZDI PLUS,Manual,64938,1st Owner,Diesel,DL-9C,814000.0,2023-09-30,2018-01-01
489,Renault TRIBER,1.0 RXZ,Manual,11325,1st Owner,Petrol,DL-12,800000.0,2024-04-26,2022-01-01
490,Hyundai Creta,SX AT 1.6 DIESEL,Automatic,57263,1st Owner,Diesel,UP-16,1130000.0,2023-03-05,2018-01-01
491,Maruti Swift,VXI,Manual,12255,1st Owner,Petrol,DL-3C,482000.0,2022-12-20,2015-01-01
492,Maruti Baleno,DELTA PETROL 1.2,Manual,43381,1st Owner,Petrol,DL-8C,566000.0,2021-02-05,2017-01-01
493,Mahindra Thar,LX HT PETROL 4WD MT,Manual,8170,1st Owner,Petrol,HR-51,1494000.0,2023-03-31,2021-01-01
494,Maruti ALTO,LXI,Manual,48622,2nd Owner,Petrol,HR-26,153000.0,2021-03-23,2010-01-01
495,Maruti SWIFT,VXI,Manual,79356,1st Owner,Petrol,UP-85,461000.0,2020-12-11,2015-01-01
496,Maruti VITARA BREZZA,ZDI PLUS,Manual,41612,1st Owner,Diesel,DL-12,815000.0,2018-07-01,2019-01-01
498,Maruti Swift,LXI,Manual,49661,1st Owner,Petrol,DL-5C,553000.0,2020-07-18,2019-01-01
499,Maruti Vitara Brezza,ZDI PLUS,Manual,91454,1st Owner,Diesel,DL-1C,783000.0,2023-04-13,2018-01-01
500,Maruti Swift,LXI,Manual,1994,2nd Owner,Petrol,HR-51,559000.0,2018-09-11,2019-01-01
501,HYUNDAI CRETA,1.6 CRDI SX PLUS AUTO,Automatic,80448,1st Owner,Diesel,HR-26,1238000.0,2024-02-13,2018-01-01
502,Maruti Celerio,VXI CNG,Manual,84583,1st Owner,CNG,DL-9C,519000.0,2024-03-20,2020-01-01
503,Maruti Vitara Brezza,ZDI AMT,Automatic,40155,1st Owner,Diesel,DL-9C,927000.0,2023-03-22,2019-01-01
504,Honda Amaze,1.2L I-VTEC S,Manual,8183,1st Owner,Petrol,UP-16,737000.0,2024-07-20,2021-01-01
505,Maruti Dzire,ZDI PLUS AMT,Automatic,78332,1st Owner,Diesel,DL-1C,658000.0,2019-05-26,2018-01-01
506,Maruti Swift,VXI,Manual,11716,1st Owner,Petrol,UP-14,411000.0,2022-12-11,2014-01-01
507,TATA ALTROZ,XZ PETROL,Manual,17780,1st Owner,Petrol,DL-9C,731000.0,2023-11-17,2020-01-01
508,Maruti New Wagon-R,LXI CNG (O) 1.0,Manual,36429,1st Owner,CNG,HR-76,601000.0,2023-03-05,2022-01-01
509,HONDA JAZZ,1.2L I-VTEC V AT,Automatic,25163,1st Owner,Petrol,HR-26,654000.0,2022-06-19,2017-01-01
510,Honda Amaze,1.2 V CVT I VTEC,Automatic,40271,1st Owner,Petrol,HR-26,719000.0,2024-10-10,2019-01-01
511,Maruti Vitara Brezza,VDI,Manual,28244,1st Owner,Diesel,DL-3C,810000.0,2020-04-06,2019-01-01
512,TATA NEXON,XMA PETROL,Automatic,21958,1st Owner,Petrol,DL-2C,840000.0,2019-09-25,2019-01-01
513,Maruti Wagon R 1.0,VXI+ AMT,Automatic,37432,2nd Owner,Petrol,DL-9C,438000.0,2022-11-06,2017-01-01
514,Maruti VITARA BREZZA,ZDI PLUS AMT,Automatic,48600,1st Owner,Diesel,DL-6C,862000.0,2020-06-28,2018-01-01
515,Honda WR-V,1.2 i-VTEC VX MT,Manual,15224,1st Owner,Petrol,UP-85,908000.0,2019-03-15,2021-01-01
516,Maruti Swift,ZXI PLUS AMT DUAL TONE,Automatic,11545,2nd Owner,Petrol,DL-12,858000.0,2020-01-16,2021-01-01
518,Maruti CIAZ,ALPHA 1.5 SHVS PETROL,Manual,15387,1st Owner,Petrol,DL-6C,915000.0,2019-02-28,2018-01-01
519,Maruti Vitara Brezza,ZDI,Manual,45655,1st Owner,Diesel,DL-8C,801000.0,2024-12-18,2018-01-01
521,Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,55821,1st Owner,Petrol,UP-14,539000.0,2022-03-25,2016-01-01
522,TATA TIAGO,XE 1.2 REVOTRON,Manual,19811,1st Owner,Petrol,HR-51,579000.0,2023-10-28,2021-01-01
523,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,63706,1st Owner,Petrol,DL-8C,382000.0,2022-06-07,2015-01-01
524,MAHINDRA XUV 3OO,W6 1.5 DIESEL,Manual,31287,1st Owner,Diesel,HR-51,874000.0,2025-02-21,2019-01-01
525,Maruti Swift,LXI (O),Manual,49414,2nd Owner,Petrol,DL-1C,430000.0,2024-09-12,2016-01-01
526,Tata NEXON,XZ+ OPT PETROL,Manual,12392,1st Owner,Petrol,HR-98,1046650.0,2019-09-03,2021-01-01
527,Mahindra Thar,LX D 4*4 MT HT,Manual,11271,1st Owner,Diesel,HR-26,1623000.0,2019-10-06,2021-01-01
528,Maruti Celerio,ZXI PLUS AGS,Automatic,1473,1st Owner,Petrol,DL-12,669000.0,2020-10-29,2021-01-01
529,Maruti BALENO,ALPHA PETROL 1.2,Manual,10393,1st Owner,Petrol,DL-9C,777000.0,2019-09-02,2020-01-01
530,Maruti SWIFT,VXI,Manual,84447,1st Owner,Petrol,DL-8C,412000.0,2018-05-28,2014-01-01
531,Maruti Dzire,VXI,Manual,44546,1st Owner,Petrol,DL-5C,683000.0,2020-12-02,2019-01-01
532,Honda City,V MT PETROL,Manual,39749,1st Owner,Petrol,HR-26,753000.0,2020-11-15,2017-01-01
533,Maruti Vitara Brezza,VDI,Manual,58894,1st Owner,Diesel,DL-3C,777000.0,2021-01-04,2019-01-01
534,HYUNDAI XCENT PRIME,	T+ CNG,Manual,13444,1st Owner,CNG,DL-11,704000.0,2022-10-22,2022-01-01
535,HONDA CITY,VX MT PETROL,Manual,7802,1st Owner,Petrol,HR-26,1152000.0,2020-07-27,2020-01-01
536,Maruti Baleno,ZETA PETROL 1.2,Manual,22982,2nd Owner,Petrol,DL-5C,686000.0,2022-06-02,2020-01-01
537,Maruti WAGON R 1.0,VXI,Manual,78930,1st Owner,Petrol,DL-8C,223000.0,2022-09-29,2011-01-01
538,HONDA CITY,S MT PETROL,Manual,45073,1st Owner,Petrol,HR-26,427000.0,2019-01-21,2012-01-01
539,Maruti Vitara Brezza,ZDI PLUS AMT,Automatic,57643,1st Owner,Diesel,DL-12,857000.0,2019-06-18,2018-01-01
540,Maruti Swift,LXI,Manual,21693,1st Owner,Petrol,DL-2C,560000.0,2023-07-03,2019-01-01
541,Maruti IGNIS,ALPHA 1.2 AMT,Automatic,52777,1st Owner,Petrol,UP-16,603000.0,2018-03-21,2018-01-01
542,Maruti Swift,VXI,Manual,8658,1st Owner,Petrol,DL-6C,345000.0,2018-09-02,2012-01-01
543,Maruti Dzire,ZXI CNG,Manual,6505,1st Owner,CNG,HR-29,946000.0,2022-08-18,2022-01-01
544,Maruti Baleno,DELTA PETROL 1.2,Manual,23735,1st Owner,Petrol,HR-35,626000.0,2019-06-15,2020-01-01
545,Hyundai Elite i20,1.2 SPORTS PLUS VTVT,Manual,28450,1st Owner,Petrol,UP-70,724000.0,2018-02-22,2019-01-01
546,Maruti Celerio,ZXI,Manual,49939,2nd Owner,Petrol,HR-26,379000.0,2020-09-08,2015-01-01
547,Maruti Baleno,DELTA PETROL 1.2,Manual,31853,1st Owner,Petrol,HR-12,669000.0,2024-10-30,2020-01-01
548,Maruti New Wagon-R,LXI CNG,Manual,23705,1st Owner,CNG,DL-2C,592000.0,2020-03-05,2020-01-01
549,Maruti Vitara Brezza,ZDI,Manual,48230,1st Owner,Diesel,DL-9C,797000.0,2024-09-22,2019-01-01
550,Maruti Swift,LXI,Manual,25394,1st Owner,Petrol,DL-2C,570000.0,2019-11-09,2019-01-01
551,RENAULT DUSTER,RXZ DIESEL 110,Manual,83253,1st Owner,Diesel,UP-14,740000.0,2020-12-17,2018-01-01
552,Maruti Vitara Brezza,ZXI,Manual,27073,1st Owner,Petrol,UP-78,938000.0,2024-01-18,2021-01-01
553,Renault TRIBER,RXZ MT DUAL TONE,Manual,6844,1st Owner,Petrol,HR-13,841000.0,2020-09-24,2022-01-01
554,Maruti VITARA BREZZA,ZDI AMT,Automatic,26727,1st Owner,Diesel,UP-32,927000.0,2022-01-31,2019-01-01
555,Maruti Baleno,ZETA PETROL 1.2,Manual,3723,1st Owner,Petrol,HR-26,756000.0,2021-10-24,2021-01-01
556,Maruti Vitara Brezza,ZDI AMT,Automatic,56107,1st Owner,Diesel,HR-26,806000.0,2024-06-26,2019-01-01
557,Renault Kiger,RXZ 1.0 Easy R Petrol,Automatic,8383,1st Owner,Petrol,DL-3C,850000.0,2022-07-04,2021-01-01
558,Maruti Vitara Brezza,ZDI,Manual,23595,2nd Owner,Diesel,UP-15,862000.0,2020-04-09,2019-01-01
559,Hyundai i20,SPORTZ 1.2 VTVT,Manual,65518,1st Owner,Petrol,UP-14,442000.0,2024-11-21,2014-01-01
560,Maruti Alto K10,VXI,Manual,39093,1st Owner,Petrol,DL-12,186000.0,2024-01-30,2011-01-01
561,Maruti New Wagon-R,1.0 Lxi (o) cng,Manual,11646,1st Owner,CNG,DL-14,608000.0,2023-08-01,2021-01-01
562,Maruti Swift,VXI,Manual,55674,1st Owner,Petrol,DL-9C,438000.0,2024-02-11,2015-01-01
563,Renault Duster,RXZ CVT 1.3 TURBO,Automatic,10831,1st Owner,Petrol,DL-7C,1370000.0,2021-07-12,2021-01-01
564,Maruti Vitara Brezza,VXI,Manual,53238,1st Owner,Petrol,UP-16,818000.0,2020-11-28,2020-01-01
565,Honda Amaze,1.2L I-VTEC VX CVT,Automatic,12379,1st Owner,Petrol,UP-14,1011000.0,2022-07-23,2022-01-01
566,Maruti Swift,LXI,Manual,16820,1st Owner,Petrol,DL-5C,566000.0,2021-03-06,2019-01-01
567,DATSUN REDI GO,1.0 S AT,Automatic,72230,2nd Owner,Petrol,HR-06,330000.0,2020-12-01,2018-01-01
568,Maruti Ciaz,ALPHA 1.4 VVT AMT,Automatic,60653,1st Owner,Petrol,DL-8C,878000.0,2023-07-18,2018-01-01
569,Maruti Baleno,DELTA PETROL 1.2,Manual,48397,2nd Owner,Petrol,DL-8C,607000.0,2018-06-24,2019-01-01
570,HONDA CITY,1.5L I-VTEC VX CVT,Automatic,32005,1st Owner,Petrol,DL-7C,1173000.0,2018-10-14,2020-01-01
571,TATA TIGOR,XZ PLUS 1.2 REVOTRON,Manual,7268,1st Owner,Petrol,UP-14,770000.0,2020-06-08,2021-01-01
572,Maruti BALENO,DELTA PETROL 1.2,Manual,32550,2nd Owner,Petrol,DL-10,552000.0,2024-02-09,2017-01-01
573,Honda City,VX MT PETROL,Manual,16320,1st Owner,Petrol,DL-9C,1092000.0,2018-04-02,2020-01-01
574,KIA SONET,GTX PLUS 1.5D  AT,Automatic,39565,1st Owner,Diesel,UP-16,1329000.0,2021-07-05,2021-01-01
575,HONDA CITY,1.5L I-VTEC ZX CVT,Automatic,36609,1st Owner,Petrol,HR-26,1125000.0,2018-10-11,2019-01-01
576,Tata Harrier,XZA PLUS,Automatic,7788,1st Owner,Diesel,HR-51,2096000.0,2022-10-19,2022-01-01
577,Maruti Baleno,ZETA PETROL 1.2,Manual,10401,1st Owner,Petrol,HR-29,764000.0,2023-12-12,2021-01-01
578,Maruti IGNIS,ALPHA 1.2 AMT,Automatic,10723,2nd Owner,Petrol,DL-8C,689000.0,2022-12-18,2020-01-01
579,Maruti BALENO,DELTA PETROL 1.2,Manual,16017,1st Owner,Petrol,UP-14,687000.0,2024-09-26,2021-01-01
580,Ford Ecosport,TREND 1.5L PETROL,Manual,58538,1st Owner,Petrol,UP-32,604000.0,2020-09-28,2017-01-01
582,HYUNDAI VENUE,SX 1.0 TURBO,Manual,40530,1st Owner,Petrol,DL-10,980000.0,2022-11-03,2019-01-01
583,Maruti ALTO,VXI,Manual,18344,1st Owner,Petrol,HR-49,347000.0,2022-05-01,2020-01-01
584,Honda Jazz,1.2 VX AT,Automatic,8652,2nd Owner,Petrol,HR-26,769000.0,2019-06-18,2019-01-01
585,Hyundai Grand i10,Magna 1.2 AT  VTVT,Automatic,42133,1st Owner,Petrol,DL-4C,527000.0,2021-05-13,2017-01-01
586,Honda City,1.5L I-VTEC ZX CVT,Automatic,9438,1st Owner,Petrol,HR-51,1531000.0,2023-01-29,2021-01-01
587,Maruti Vitara Brezza,VDI,Manual,28565,1st Owner,Diesel,HR-51,747000.0,2020-12-14,2018-01-01
588,Maruti Vitara Brezza,ZDI,Manual,48414,1st Owner,Diesel,UP-14,843000.0,2024-12-20,2019-01-01
589,Maruti Vitara Brezza,ZDI,Manual,91240,1st Owner,Diesel,UP-16,746000.0,2023-03-21,2018-01-01
590,Renault Kwid,RXL,Manual,9258,2nd Owner,Petrol,DL-3C,351000.0,2022-08-01,2019-01-01
591,Maruti Swift,VXI AMT,Automatic,29043,2nd Owner,Petrol,HR-26,581000.0,2018-12-27,2018-01-01
592,FORD ECOSPORT,AMBIENTE 1.5L DIESEL,Manual,24931,1st Owner,Diesel,DL-7C,708000.0,2023-09-19,2018-01-01
593,Hyundai NEW SANTRO,SPORTZ MT,Manual,60207,1st Owner,Petrol,UP-14,451000.0,2019-08-09,2019-01-01
594,HYUNDAI AURA,S 1.2 CNG,Manual,28942,2nd Owner,CNG,UP-14,748000.0,2019-12-10,2020-01-01
595,Maruti Vitara Brezza,VDI,Manual,29480,1st Owner,Diesel,DL-1C,809000.0,2023-03-28,2019-01-01
596,Renault Kwid,1.0 RXT Opt,Manual,25977,1st Owner,Petrol,HR-26,387000.0,2018-11-15,2019-01-01
597,Renault Kwid,CLIMBER 1.0 AT,Automatic,8786,1st Owner,Petrol,DL-12,601000.0,2022-01-16,2022-01-01
598,Maruti Dzire,ZXI Plus AMT,Automatic,20250,2nd Owner,Petrol,HR-26,796000.0,2021-01-21,2021-01-01
599,Renault Duster,RXS 106 PS MT,Manual,47944,1st Owner,Petrol,DL-7C,855000.0,2022-12-08,2019-01-01
600,Tata NEXON,XZA PLUS PETROL,Automatic,28345,1st Owner,CNG,UP-14,1005000.0,2020-12-20,2019-01-01
601,Mahindra Thar,LX  4WD AT CONVERTIBLE,Automatic,17524,1st Owner,Petrol,UP-11,1467000.0,2020-12-01,2021-01-01
602,Maruti Baleno,DELTA PETROL 1.2,Manual,57155,2nd Owner,Petrol,DL-1C,511000.0,2020-11-10,2016-01-01
603,Maruti Celerio,ZXI AMT,Automatic,45936,1st Owner,Petrol,DL-14,429000.0,2020-03-14,2016-01-01
604,TATA TIGOR,XMA PETROL,Automatic,9759,1st Owner,Petrol,DL-11,709000.0,2023-03-08,2021-01-01
605,Maruti Vitara Brezza,ZDI + AMT,Automatic,98394,1st Owner,Diesel,HR-26,816000.0,2019-11-09,2018-01-01
606,Maruti VITARA BREZZA,VDI,Manual,68282,2nd Owner,Diesel,HR-26,679000.0,2019-03-24,2019-01-01
607,HYUNDAI AURA,S 1.2 CNG,Manual,38891,1st Owner,CNG,DL-9C,777000.0,2018-02-09,2021-01-01
608,RENAULT KWID,RXT 1.0 AMT (O),Automatic,28118,1st Owner,Petrol,UP-14,493000.0,2024-02-10,2021-01-01
609,Maruti Vitara Brezza,VDI,Manual,71386,1st Owner,Diesel,HR-26,758000.0,2020-08-30,2019-01-01
610,Maruti S PRESSO,VXI,Manual,7570,2nd Owner,Petrol,DL-8C,410000.0,2020-10-03,2020-01-01
611,HYUNDAI ELITE I20,ASTA 1.2,Manual,47284,1st Owner,Petrol,UP-14,585000.0,2022-02-09,2016-01-01
612,Maruti IGNIS,ZETA 1.2 AMT DUAL TONE,Automatic,29406,2nd Owner,Petrol,HR-10,537000.0,2022-12-28,2017-01-01
613,Honda Brio,1.2 S MT I VTEC,Manual,97470,1st Owner,Petrol,DL-3C,298000.0,2019-11-18,2013-01-01
614,Hyundai Creta,1.6 S,Manual,62690,2nd Owner,Petrol,DL-1C,778000.0,2020-08-03,2015-01-01
615,Tata Harrier,XZ PLUS 2.0L DARK EDITION,Manual,45425,1st Owner,Diesel,DL-11,1816000.0,2023-04-17,2021-01-01
616,Hyundai Grand i10,ASTA AT 1.2 KAPPA VTVT,Automatic,69180,1st Owner,Petrol,DL-3C,476000.0,2025-04-02,2015-01-01
617,Maruti Vitara Brezza,ZDI,Manual,40605,1st Owner,Diesel,DL-3C,779000.0,2021-05-28,2018-01-01
618,Renault Kwid,CLIMBER 1.0 AT,Automatic,15801,1st Owner,Petrol,DL-12,617000.0,2021-06-15,2022-01-01
619,Maruti SWIFT,LXI,Manual,14803,1st Owner,Petrol,DL-8C,589000.0,2022-12-14,2021-01-01
620,Maruti BALENO,ZETA CVT PETROL 1.2,Automatic,39076,1st Owner,Petrol,HR-26,786000.0,2021-11-06,2020-01-01
621,Renault Kwid,RXT 1.0 EASY-R AT OPTION,Automatic,18781,2nd Owner,Petrol,DL-3C,418000.0,2023-04-24,2019-01-01
622,KIA SELTOS,GTX+ 1.4 MT,Manual,6003,1st Owner,Petrol,HR-26,1620000.0,2021-03-18,2020-01-01
623,HONDA WR-V,1.2L I-VTEC S MT,Manual,64889,1st Owner,Petrol,UP-32,642000.0,2025-05-05,2017-01-01
624,HYUNDAI I20 ACTIVE,1.2 S,Manual,72488,1st Owner,Petrol,UP-80,563000.0,2019-03-11,2016-01-01
625,Maruti Baleno,DELTA PETROL 1.2,Manual,29414,2nd Owner,Petrol,HR-87,584000.0,2023-01-13,2019-01-01
626,Maruti SWIFT,VXI AMT,Automatic,36682,1st Owner,CNG,UP-32,721000.0,2019-07-12,2019-01-01
627,Maruti Vitara Brezza,ZDI PLUS AMT,Automatic,50481,1st Owner,Diesel,HR-26,861000.0,2019-02-03,2018-01-01
628,Maruti Vitara Brezza,VDI OPT,Manual,43109,1st Owner,Diesel,DL-3C,749000.0,2020-03-16,2018-01-01
629,Maruti DZIRE,VXI,Manual,26925,1st Owner,Petrol,DL-3C,654000.0,2021-08-29,2019-01-01
630,Maruti ALTO 800,LXI,Manual,20754,1st Owner,Petrol,DL-1C,309000.0,2023-10-23,2018-01-01
631,Maruti New Wagon-R,LXI CNG 1.0 L,Manual,63997,1st Owner,CNG,DL-2C,558000.0,2021-04-01,2020-01-01
632,Maruti Vitara Brezza,ZDI + AMT,Automatic,34843,1st Owner,Diesel,DL-2C,949000.0,2024-01-12,2018-01-01
633,TOYOTA URBAN CRUISER,HIGH GRADE MT,Manual,8216,1st Owner,Petrol,HR-98,1019000.0,2022-03-12,2022-01-01
634,Tata TIAGO NRG,XZ MT,Manual,18867,1st Owner,Petrol,DL-9C,694000.0,2018-12-03,2022-01-01
635,Honda Amaze,1.2 V MT I-VTEC,Manual,43985,1st Owner,Petrol,DL-1C,616000.0,2023-11-12,2018-01-01
636,Maruti Wagon R 1.0,VXI AMT,Automatic,28076,2nd Owner,Petrol,HR-51,463000.0,2022-12-01,2018-01-01
637,Maruti ALTO 800,LXI,Manual,25872,1st Owner,Petrol,UP-16,330000.0,2022-03-11,2018-01-01
638,Honda City,1.5L I-VTEC V MT,Manual,83926,1st Owner,Petrol,UP-14,716700.0,2018-12-27,2017-01-01
639,Maruti SWIFT DZIRE,VXI,Manual,83261,1st Owner,Petrol,DL-12,337000.0,2018-03-01,2012-01-01
640,HYUNDAI AURA,SX PLUS 1.2 AMT,Automatic,41027,1st Owner,Petrol,HR-36,816000.0,2019-08-11,2020-01-01
641,Maruti Vitara Brezza,ZDI AMT,Automatic,31785,1st Owner,Diesel,DL-8C,886000.0,2018-05-04,2019-01-01
642,Renault Kiger,RXZ 1.0 TURBO MT,Manual,17632,1st Owner,Petrol,UP-62,906000.0,2020-05-02,2021-01-01
643,Maruti Baleno,ZETA PETROL 1.2,Manual,19124,1st Owner,Petrol,HR-26,721000.0,2023-01-24,2019-01-01
644,Maruti Baleno,DELTA PETROL 1.2,Manual,67985,1st Owner,Petrol,HR-29,520000.0,2022-12-19,2016-01-01
645,Hyundai NEW I20,ASTA (O) 1.2 MT,Manual,13811,1st Owner,Petrol,HR-26,918000.0,2024-08-28,2021-01-01
646,Hyundai Grand i10,MAGNA AT 1.2 KAPPA VTVT,Automatic,40993,1st Owner,Petrol,DL-8C,522000.0,2022-01-09,2017-01-01
647,Maruti Alto 800,LXI,Manual,31810,1st Owner,Petrol,UP-14,269000.0,2022-12-28,2016-01-01
648,Datsun Redi Go,T (O),Manual,33936,1st Owner,Petrol,HR-30,293000.0,2021-03-06,2018-01-01
649,Hyundai NEW SANTRO,MAGNA AMT,Automatic,7595,1st Owner,Petrol,DL-12,541000.0,2021-12-11,2018-01-01
650,Maruti Wagon R 1.0,VXI AMT,Automatic,32330,1st Owner,Petrol,HR-52,488000.0,2022-04-09,2018-01-01
651,HONDA AMAZE,1.2L I-VTEC V CVT,Automatic,17143,1st Owner,Petrol,DL-1C,832000.0,2022-02-10,2019-01-01
652,Maruti New Wagon-R,LXI CNG 1.0 L,Manual,34090,1st Owner,CNG,HR-76,552000.0,2025-03-15,2020-01-01
653,Datsun Redi Go,A,Manual,37928,2nd Owner,Petrol,UP-14,298000.0,2024-02-11,2019-01-01
654,Hyundai Grand i10,SPORTZ AT 1.2 KAPPA VTVT,Manual,35366,1st Owner,Petrol,UP-16,577000.0,2021-02-26,2017-01-01
655,Maruti SWIFT,LXI,Manual,12582,1st Owner,Petrol,DL-4C,566000.0,2019-06-20,2019-01-01
656,Maruti ALTO K10,VXI,Manual,28254,1st Owner,Petrol,DL-9C,334000.0,2022-02-09,2017-01-01
657,Hyundai ELITE I20,1.2 SPORTS PLUS VTVT,Manual,78183,1st Owner,Petrol,DL-1C,719000.0,2022-06-30,2019-01-01
658,Maruti Baleno,ZETA PETROL 1.2,Manual,23849,1st Owner,Petrol,HR-26,777000.0,2025-04-15,2020-01-01
659,Honda WR-V,1.5 i-DTEC VX MT,Manual,59946,1st Owner,Diesel,HR-10,928000.0,2020-01-24,2020-01-01
660,Honda Jazz,1.2 SV MT,Manual,71967,1st Owner,Petrol,DL-3C,461000.0,2025-05-02,2016-01-01
661,Renault Kiger,RXZ CVT 1.0 TURBO DUAL TONE,Automatic,9980,1st Owner,Petrol,HR-51,986000.0,2021-03-21,2021-01-01
662,Maruti New Wagon-R,LXI CNG 1.0,Manual,75415,1st Owner,CNG,DL-8C,522000.0,2022-03-06,2020-01-01
663,Maruti Baleno,DELTA PETROL 1.2,Manual,94624,1st Owner,Petrol,HR-26,550000.0,2019-12-20,2018-01-01
664,Maruti BALENO,DELTA 1.2 K12,Manual,12662,1st Owner,Petrol,HR-36,683000.0,2018-12-12,2020-01-01
665,Maruti New Wagon-R,1.0 Lxi (o) cng,Manual,33883,1st Owner,CNG,DL-11,594000.0,2020-03-01,2021-01-01
666,Maruti ALTO 800,LXI,Manual,53804,1st Owner,Petrol,DL-2C,316000.0,2023-04-30,2018-01-01
667,Tata ALTROZ,XZ 1.2,Manual,15122,1st Owner,Petrol,DL-11,776000.0,2021-03-12,2020-01-01
